Habitat,Location,Latitude,Longitude,Year,Reference
Saltmarshes,"Bolsa Chica wetlands, Orange County, California",33.698206,-118.05024,1995,Society for Ecological Restoration. 2008. USA: California: Restoring Bolsa Chica Wetlands. Available at: http://www.globalrestorationnetwork.org/database/case-study/?id=159; See: California Coastal Commission. 2005. Staff recommendation on consistency determination – consistency determination no. CD-090-05.
Saltmarshes,"Bar Beach Lagoon, North Hempstead, New York",40.829548,-73.657613,2003,"Society for Ecological Restoration. 2012. USA: New York: Bar Beach Salt Marsh Restoration, Hempstead Harbor. Available at: http://www.globalrestorationnetwork.org/database/case-study/?id=325; See: National Audubon Society. 1998. Important Bird Areas in New York. National Oceanic and Atmospheric Administration (NOAA). 1991. Preliminary Natural Resource Survey, Finding of Fact. Seattle: Hazardous Materials Response and Assessment Division, NOAA. National Marine Fisheries Service (NMFS). 2000. Guide to Essential Fish Habitat Designations in the Northeastern United States. The Louis Berger Group, Inc. and National Oceanic and Atmospheric Administration. 2011. Bar Beach Salt Marsh Restoration, Fifth Year Monitoring Report."
Saltmarshes,"Sonoma Baylands, San Francisco Bay, California",38.115612,-122.482233,1986,"Society for Ecological Restoration. 2008. USA: California: Restoring Tidal Wetlands at Sonoma Baylands, San Francisco Bay. Available at: http://www.globalrestorationnetwork.org/database/case-study/?id=157; See: Marcus, L. 2000. Restoring tidal wetlands at Sonoma Baylands, San Francisco Bay, California. Ecological Engineering. 15:373-383. and Cooperative Conservation America (CCA). 2008. Sonoma Baylands Wetland Demonstration Project – Turning a Quagmire into a Marsh. http://www.cooperativeconservationamerica.org/viewproject.asp?pid=334 and Gandesbery, 2003. Sonoma Baylands Public Access – Staff Recommendation. Coastal Conservancy, File No. 88-024."
Saltmarshes,"Grand Bay National Estuarine Research Reserve, Mississippi",30.38515,-88.435285,2006,"Sparks E, Cebrian J, Biber P, Sheehan K, Tobias C (2013) Cost-effectiveness of two small-scale salt marsh restoration designs. Ecol Eng 53:250–256"
Saltmarshes,"Galilee Bird Sanctuary, Rhode Island",41.379571,-71.501506,1994,Spurgeon J (1999) The socio-economic costs and benefits of coastal habitat rehabilitation and creation. Mar Pollut Bull 37:373–388
Saltmarshes,"Greenhill Marsh, Louisiana",29.852403,-91.752599,1997,Spurgeon J (1999) The socio-economic costs and benefits of coastal habitat rehabilitation and creation. Mar Pollut Bull 37:373–389
Saltmarshes,"Northey Island, Essex",51.720915,0.721315,1991,Spurgeon J (1999) The socio-economic costs and benefits of coastal habitat rehabilitation and creation. Mar Pollut Bull 37:373–390
Saltmarshes,"Horsey Island, Essex",51.881377,1.242369,1993,Spurgeon J (1999) The socio-economic costs and benefits of coastal habitat rehabilitation and creation. Mar Pollut Bull 37:373–391
Saltmarshes,"Orplands, Essex",51.650791,0.930261,1995,Spurgeon J (1999) The socio-economic costs and benefits of coastal habitat rehabilitation and creation. Mar Pollut Bull 37:373–392
Saltmarshes,"Galveston Bay, Texas",29.688903,-94.892841,2009,"Staszak L, Armitage A (2013) Evaluating salt marsh restoration success with an index of ecosystem integrity. J Coast Res 287:410–418"
Saltmarshes,"Sams Creek, Indian River Lagoon, Florida",28.047305,-80.597996,2003,"Taylor DS (2012) Removing the sands (sins?) of our past: dredge spoil removal and saltmarsh restoration along the Indian River Lagoon, Florida (USA). Wetl Ecol Manag 20:213-218"
Saltmarshes,"Tidal Linkage, North arm of Tijuana Estuary, California",32.569372,-117.127466,1997,"Zedler J, Morzaria-Luna H, Ward K (2003) The challenge of restoring vegetation on tidal, hypersaline substrates. Plant Soil 253:259–273"
Saltmarshes,"Friendship Marsh, southern arm of Tijuana Estuary, California",32.55098,-117.121057,2000,"Zedler J, Morzaria-Luna H, Ward K (2003) The challenge of restoring vegetation on tidal, hypersaline substrates. Plant Soil 253:259–273"
Saltmarshes,"Ash Creek, Connecticut",41.1578,-73.2332,1974,"Roman, C.T., Niering, W.A. and Warren, R.S., Salt marsh vegetation change in response to tidal restriction. Environmental Management, 8(2), pp.141-149."
Saltmarshes,"Pine Creek, Connecticut",41.1282,-73.2578,1980,"Roman, C.T., Niering, W.A. and Warren, R.S., Salt marsh vegetation change in response to tidal restriction. Environmental Management, 8(2), pp.141-149."
Saltmarshes,"Bolivar Pensinsula, TX",29.4604,-94.6759,1975,"Webb, J.W. and Newling, C.J., 1984., Comparison of natural and man-made salt marshes in Galveston Bay complex, Texas. Wetlands, 4(1), pp.75-86."
Saltmarshes,"Roanoke Sound, NC",35.8569,-75.5907,1979,"Broome, S.W., Seneca, E.D. and Woodhouse Jr, W.W., 1988., Tidal salt marsh restoration. Aquatic Botany, 32(1-2), pp.1-22."
Saltmarshes,"Ile Grande, France",48.8002,-3.5726,1981,"Broome, S.W., Seneca, E.D. and Woodhouse Jr, W.W., 1988., Tidal salt marsh restoration. Aquatic Botany, 32(1-2), pp.1-22."
Saltmarshes,"Bogue Banks, NC",34.6965,-76.6891,1974,"Broome, S.W., Seneca, E.D. and Woodhouse Jr, W.W., 1988., Tidal salt marsh restoration. Aquatic Botany, 32(1-2), pp.1-22."
Saltmarshes,"Hayward Area (HARD), CA",37.6713,-122.0759,1984,"Coats, R., Swanson, M. and Williams, P., 1989., Hydrologic analysis for coastal wetland restoration. Environmental Management, 13(6), pp.715-727."
Saltmarshes,"Tijuana Estuary, CA",32.5496,-117.1254,1984,"Coats, R., Swanson, M. and Williams, P., 1989., Hydrologic analysis for coastal wetland restoration. Environmental Management, 13(6), pp.715-727."
Saltmarshes,"Barn Island, CT",41.3312,-71.8653,1985,"Sinicrope, T.L., Hine, P.G., Warren, R.S. and Niering, W.A., 1990., Restoration of an impounded salt marsh in New England. Estuaries, 13(1), pp.25-30."
Saltmarshes,"Salmon River Estuary, Oregon",45.0471,-124.0041,1978,"Frenkel, R.E. and Morlan, J.C., 1990., . Restoration of the Salmon River salt marshes: retrospect and prospect."
Saltmarshes,"Pamlico River Estuary, NC",35.4069,-76.7697,1983,"Craft, C.B., Seneca, E.D. and Broome, S.W., Porewater chemistry of natural and created marsh soils. Journal of Experimental Marine Biology and Ecology, 152(2), pp.187-200."
Saltmarshes,"Dill's Creek, NC",34.75,-76.66,1985,"Moy, L.D. and Levin, L.A., Are Spartina marshes a replaceable resource? A functional approach to evaluation of marsh creation efforts. Estuaries, 14(1), pp.1-16."
Saltmarshes,"Barataria Basin, Louisiana",29.25,-90.15,1989,"Wilsey, B.J., Mckee, K.L. and Mendelssohn, I.A., Effects of increased elevation and macro-and micronutrient additions onSpartina alterniflora transplant success in salt-marsh dieback areas in Louisiana. Environmental Management, 16(4), pp.505-511."
Saltmarshes,"Humboldt Bay, CA",40.8099,-124.1614,1988,"Chamberlain, R.H. and Barnhart, R.A., Early use by fish of a mitigation salt marsh, Humboldt Bay, California. Estuaries, 16(4), pp.769-783."
Saltmarshes,"Chocolate Bay, TX",29.1846,-95.1403,1983,"Minello, T.J. and Zimmerman, R.J., Utilization of natural and transplanted Texas salt marshes by fish and decapod crustaceans. MARINE ECOLOGY-PROGRESS SERIES, 90, pp.273-273."
Saltmarshes,"East Matagorda Bay, TX",28.6972,-95.8448,1984,"Minello, T.J. and Zimmerman, R.J., Utilization of natural and transplanted Texas salt marshes by fish and decapod crustaceans. MARINE ECOLOGY-PROGRESS SERIES, 90, pp.273-273."
Saltmarshes,"Stedman Island, TX",27.8891,-97.1127,1981,"Minello, T.J. and Zimmerman, R.J., Utilization of natural and transplanted Texas salt marshes by fish and decapod crustaceans. MARINE ECOLOGY-PROGRESS SERIES, 90, pp.273-273."
Saltmarshes,"Hammock River, CT",41.2787,-72.4946,1985,"Rozsa, R. and Orson, R.A., Restoration of degraded salt marshes in Connecticut. In Proceedings of the 20th annual conference on wetlands restoration and creation (pp. 196-205)."
Saltmarshes,"Mumford Cove, CT",41.3275,-72.0176,1988,"Rozsa, R. and Orson, R.A., Restoration of degraded salt marshes in Connecticut. In Proceedings of the 20th annual conference on wetlands restoration and creation (pp. 196-205)."
Saltmarshes,"Newport River Estuary, NC",34.7246,-76.6972,1990,"Thompson, S.P., Paerl, H.W. and Go, M.C., Seasonal patterns of nitrification and denitrification in a natural and a restored salt marsh. Estuaries, 18(2), pp.399-408."
Saltmarshes,"Drake's Island Marsh, Maine",43.3288,-70.5539,1988,"Burdick, D.M., Dionne, M., Boumans, R.M. and Short, F.T., Ecological responses to tidal restorations of two northern New England salt marshes. Wetlands ecology and management, 4(2), pp.129-144."
Saltmarshes,"Mill Brook, Stratham, NH",43.0348,-70.9252,1993,"Burdick, D.M., Dionne, M., Boumans, R.M. and Short, F.T., Ecological responses to tidal restorations of two northern New England salt marshes. Wetlands ecology and management, 4(2), pp.129-144."
Saltmarshes,"Northey Island, Essex, UK",51.7216,0.7224,1992,"Underwood, G.J.C., Microalgal colonization in a saltmarsh restoration scheme. Estuarine, Coastal and Shelf Science, 44(4), pp.471-481."
Saltmarshes,"Sweetwater Marsh, San Diego Bay",32.6666,-117.0833,1992,"Boyer, K.E. and Zedler, J.B., Nitrogen addition could shift plant community composition in a restored California salt marsh. Restoration Ecology, 7(1), pp.74-85."
Saltmarshes,"Faber Tract, San Francisco Bay, CA",37.4769,-122.1248,1972,"Williams, P. and Faber, P., Salt marsh restoration experience in San Francisco Bay. Journal of Coastal Research, 27, pp.203-211."
Saltmarshes,"Pond 3, San Francisco Bay, CA",37.5959,-122.1298,1975,"Williams, P. and Faber, P., Salt marsh restoration experience in San Francisco Bay. Journal of Coastal Research, 27, pp.203-211."
Saltmarshes,"Muzzi, San Francisco Bay CA",37.9312,-122.5062,1976,"Williams, P. and Faber, P., Salt marsh restoration experience in San Francisco Bay. Journal of Coastal Research, 27, pp.203-211."
Saltmarshes,"Bair Island, San Francisco Bay, CA",37.5278,-122.2212,1978,"Williams, P. and Faber, P., Salt marsh restoration experience in San Francisco Bay. Journal of Coastal Research, 27, pp.203-211."
Saltmarshes,"Cogswell, San Francisco Bay, CA",37.6599,-122.1523,1980,"Williams, P. and Faber, P., Salt marsh restoration experience in San Francisco Bay. Journal of Coastal Research, 27, pp.203-211."
Saltmarshes,"Warm Springs, San Francisco Bay, CA",37.4669,-121.9453,1986,"Williams, P. and Faber, P., Salt marsh restoration experience in San Francisco Bay. Journal of Coastal Research, 27, pp.203-211."
Saltmarshes,"Carl's Marsh, San Francisco Bay, CA",38.1328,-122.5109,1994,"Williams, P. and Faber, P., Salt marsh restoration experience in San Francisco Bay. Journal of Coastal Research, 27, pp.203-211."
Saltmarshes,"Pond 2A, San Francisco Bay, CA",38.1409,-122.3377,1995,"Williams, P. and Faber, P., Salt marsh restoration experience in San Francisco Bay. Journal of Coastal Research, 27, pp.203-211."
Saltmarshes,"Sonoma Baylands, San Francisco Bay, CA",38.1223,-122.4711,1996,"Williams, P. and Faber, P., Salt marsh restoration experience in San Francisco Bay. Journal of Coastal Research, 27, pp.203-211."
Saltmarshes,"Tolay Creek, San Francisco Bay, CA",38.1443,-122.4345,1999,"Williams, P. and Faber, P., Salt marsh restoration experience in San Francisco Bay. Journal of Coastal Research, 27, pp.203-211."
Saltmarshes,"Long Cove, Guilford, CT",41.2646,-72.6779,1987,"Warren, R.S., Fell, P.E., Rozsa, R., Brawley, A.H., Orsted, A.C., Olson, E.T., Swamy, V. and Niering, W.A., Salt marsh restoration in Connecticut: 20 years of science and management. Restoration Ecology, 10(3), pp.497-513."
Saltmarshes,"Great Creek, Milford",41.2111,-73.0511,1986,"Warren, R.S., Fell, P.E., Rozsa, R., Brawley, A.H., Orsted, A.C., Olson, E.T., Swamy, V. and Niering, W.A., Salt marsh restoration in Connecticut: 20 years of science and management. Restoration Ecology, 10(3), pp.497-513."
Saltmarshes,"Great Meadows, Stratford",41.1597,-73.1421,1990,"Warren, R.S., Fell, P.E., Rozsa, R., Brawley, A.H., Orsted, A.C., Olson, E.T., Swamy, V. and Niering, W.A., Salt marsh restoration in Connecticut: 20 years of science and management. Restoration Ecology, 10(3), pp.497-513."
Saltmarshes,"Tollesbury Marsh, Blackwater Estuary, UK",51.743,0.8524,1995,"Crooks, S., Schutten, J., Sheern, G.D., Pye, K. and Davy, A.J., Drainage and elevation as factors in the restoration of salt marsh in Britain. Restoration Ecology, 10(3), pp.591-602."
Saltmarshes,"North Fambridge, Essex, UK",51.6436,0.6619,1987,"Crooks, S., Schutten, J., Sheern, G.D., Pye, K. and Davy, A.J., Drainage and elevation as factors in the restoration of salt marsh in Britain. Restoration Ecology, 10(3), pp.591-602."
Saltmarshes,"Sachuest Point salt marsh, RI",41.4833,-71.25,1998,"Roman, C.T., Raposa, K.B., Adamowicz, S.C., James‐Pirri, M.J. and Catena, J.G., Quantifying vegetation and nekton response to tidal restoration of a New England salt marsh. Restoration Ecology, 10(3), pp.450-460."
Saltmarshes,Across Europe,49.209554,7.41166,1981,"Esteves, L.S. and Williams, J.J. (2017). Managed realignment in Europe: a synthesis of methods, achievements and challenges. In: Bilkovic, D.M.; Mitchell, M.M.; Toft, J.D. and La Peyre. M.K. (eds.), Living Shorelines: The Science and Management of Nature-based Coastal Protection. CRC Press/Taylor & Francis Group, p.157-180."
Saltmarshes,"Sun Sun Prawn Farm, Townsville Port",-19.28721667,146.8394167,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2018"
Saltmarshes,"Bustard Bay, 1770",-24.11706667,151.6695333,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2019"
Saltmarshes,Maroochy River Estuary,-26.6381,153.0743167,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2020"
Saltmarshes,"Glass Mountain Creek, Beerburrum Area 2",-26.98956667,153.0309167,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2021"
Saltmarshes,STP Burpengary East,-27.1509,153.0297833,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2022"
Saltmarshes,Bremner Rd Rothwell SEQ Catchments,-27.22431667,153.06215,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2023"
Saltmarshes,Bremner Rd Rothwell Houghton Hwy upgrade,-27.22431667,153.06215,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2024"
Saltmarshes,Bremner Rd Rothwell WCA CfOC Monitoring,-27.22431667,153.06215,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2025"
Saltmarshes,Saltwater Creek Rail Bridges Rothwell,-27.22578333,153.0452667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2026"
Saltmarshes,"Silcock St, Clontarf, Hays Inlet",-27.25031667,153.0717,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2027"
Saltmarshes,"Cabbage Tree Ck, Deagan",-27.33661667,153.0562,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2028"
Saltmarshes,"Piped Rd, Myrtletown",-27.3836,153.1521167,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2029"
Saltmarshes,Gateway Bridge Duplication,-27.44216667,153.1002667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2030"
Saltmarshes,"Bill Benham Pk, Hemmant",-27.44735,153.1209,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2031"
Saltmarshes,Bulimba Oxbow,-27.448,153.1150667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2032"
Saltmarshes,"Doughboy Pde, Hemmant Recreation Reserve",-27.45116667,153.1245167,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2033"
Saltmarshes,"Carolena & Goleby Sts, Cleveland",-27.54511667,153.2808,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2034"
Saltmarshes,Coomera Waters,-27.84623333,153.3724833,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2035"
Saltmarshes,"57-83 Tooraneedin Road, Coomera",-27.84743333,153.3651833,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2036"
Saltmarshes,"Broadwater  Parklands,Gold Coast",-27.96178333,153.4150333,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2037"
Saltmarshes,LEDA Dev Cobaki sitel,-28.18043333,153.4894667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2038"
Saltmarshes,LEDA Dev Cobaki site2,-28.18636667,153.4803167,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2039"
Saltmarshes,"Tringa St,Tweed Heads",-28.18105,153.5124167,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2040"
Saltmarshes,"Fingal Wetland Conservation project, Fingal Head",-28.1845,153.55555,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2041"
Saltmarshes,Jack Julius Park Kingscliff,-28.26575,153.5764333,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2042"
Saltmarshes,"Black Rocks Bridge, Mooball Creek, Pottsville",-28.41075,153.5617667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2043"
Saltmarshes,"Byron Oxbows, Brunswick River",-28.55073333,153.5187167,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2044"
Saltmarshes,"Horse Paddock, Brunswick River",-28.54338333,153.5021167,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2045"
Saltmarshes,"North Ck, Ballina, Site 1Nth Bank",-28.84041667,153.57335,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2046"
Saltmarshes,"North Ck, Ballina, Site 2 Sth Bank",-28.84388333,153.5721,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2047"
Saltmarshes,"Country I Essential Energy, Ballina",-28.84521667,153.5746667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2048"
Saltmarshes,"Crowley Retirement Village, Ballina",-28.8514,153.5708,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2049"
Saltmarshes,"Angels Beach Drive 1990, Ballina",-28.85805,153.5655833,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2050"
Saltmarshes,"Wardell fence, Richmond R - Teven Br Offset",-28.95443333,153.4661,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2051"
Saltmarshes,"Salty Lagoon, Evans Head",-29.07806667,153.4325833,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2052"
Saltmarshes,Lake Wooloweyah STAGE 2 -Orion Dr Offset,-29.48878333,153.2835333,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2053"
Saltmarshes,"Hogbin  Dr,  Boambee,  ETl  WCA  Mid  North  Coast Saltmarsh  recovery project",-30.3358,153.0985,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2054"
Saltmarshes,"Yellow  Rock  Road,  Urunga,  ETl WCA  Mid  North Coast Saltmarsh recovery project",-30.48701667,153.0175,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2055"
Saltmarshes,"Yellow Rock Wetland, Urunga",-30.47233333,153.02925,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2056"
Saltmarshes,"Tarkeeth Wetland, Kalang River",-30.49905,152.9475167,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2057"
Saltmarshes,"Deep Ck, Valla, ETl WCA Mid North Coast Saltmarsh recovery  project",-30.6019,153.0033667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2058"
Saltmarshes,"Watt Ck, Nambucca Heads",-30.68216667,152.9697167,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2059"
Saltmarshes,"Shark Island, Macleay R Estuary",-30.8681,152.9966,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2060"
Saltmarshes,"Macleay River, South West Rocks",-30.87596667,153.0237333,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2061"
Saltmarshes,"New Entrance Rd, South West Rocks",-30.89021667,153.0196667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2062"
Saltmarshes,Jerseyville 1,-30.92135,153.0253833,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2063"
Saltmarshes,NA,-30.91595,153.0406333,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2064"
Saltmarshes,NA,-30.91316667,153.0132833,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2065"
Saltmarshes,NA,-30.90506667,153.0165333,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2066"
Saltmarshes,NA,-30.9465,153.0341,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2067"
Saltmarshes,Korogoro Creek Hal Head HAG Stages 1&2,-31.05726667,153.0508667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2068"
Saltmarshes,Lake Innes PMHC,-31.51976667,152.85,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2069"
Saltmarshes,"Stlnarav Creek,PMHC",-31.63281667,152.797,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2070"
Saltmarshes,Mannina River bank stabilisation·Harrlnaton,-31.86838333,152.6252333,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2071"
Saltmarshes,"Luthrle inlet, Old Bar, Manning R Estuary",-31.9386,152.6149,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2072"
Saltmarshes,Tl lligerry Creek Bobs Farm,-32.75688333,152.0086333,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2073"
Saltmarshes,Hunter Wetlands National Park,-32.85316667,151.7798667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2074"
Saltmarshes,Tomaoo Welland,-32.84783333,151.7864667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2075"
Saltmarshes,Hexham Swamo,-32.856,151.6790667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2076"
Saltmarshes,Kooraaanaisland·Area E,-32.86541667,151.7170833,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2077"
Saltmarshes,Dora Creek·Lake Erarlng,-33.08266667,151.5319667,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2078"
Saltmarshes,Bonnells Bay,-33.10295,151.5091,NA,"Knight, J. (2018), Review of Saltmarsh Rehabilitation Projects. Saltmarsh for Life Committee, Healthy Land and Water, Brisbane. 105pp. Report accepted May 2079"
